Linux 3.10.0-514.el7.x86_64 (localhost.localdomain) 	02/24/2020 	_x86_64_	(48 CPU)

12:19:20 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
12:19:21 PM     all      0.00      0.00      0.02      0.00      0.00     99.98
12:19:21 PM       0      0.00      0.00      0.00      0.00      0.00    100.00
12:19:21 PM       1      0.00      0.00      0.00      0.00      0.00    100.00
12:19:21 PM       2      0.00      0.00      0.00      0.00      0.00    100.00
12:19:21 PM       3      0.00      0.00      0.00      0.00      0.00    100.00
12:19:21 PM       4      0.00      0.00      0.00      0.00      0.00    100.00
12:19:21 PM       5      0.00      0.00      0.00      0.00      0.00    100.00
12:19:21 PM       6      0.00      0.00      0.00      0.00      0.00    100.00
12:19:21 PM       7      0.00      0.00      0.00      0.00      0.00    100.00
12:19:21 PM       8      0.00      0.00      0.00      0.00      0.00    100.00
12:19:21 PM       9      0.00      0.00      0.00      0.00      0.00    100.00
12:19:21 PM      10      0.00      0.00      0.00      0.00      0.00    100.00
12:19:21 PM      11      0.00      0.00      0.00      0.00      0.00    100.00
12:19:21 PM      12      0.00      0.00      0.00      0.00      0.00    100.00
12:19:21 PM      13      0.00      0.00      0.00      0.00      0.00    100.00
12:19:21 PM      14      0.00      0.00      0.00      0.00      0.00    100.00
12:19:21 PM      15      0.00      0.00      0.00      0.00      0.00    100.00
12:19:21 PM      16      0.00      0.00      0.00      0.00      0.00    100.00
12:19:21 PM      17      0.00      0.00      0.00      0.00      0.00    100.00
12:19:21 PM      18      0.00      0.00      0.00      0.00      0.00    100.00
12:19:21 PM      19      0.00      0.00      0.00      0.00      0.00    100.00
12:19:21 PM      20      0.00      0.00      0.00      0.00      0.00    100.00
12:19:21 PM      21      0.00      0.00      0.00      0.00      0.00    100.00
12:19:21 PM      22      0.00      0.00      0.00      0.00      0.00    100.00
12:19:21 PM      23      0.00      0.00      0.00      0.00      0.00    100.00
12:19:21 PM      24      0.00      0.00      0.00      0.00      0.00    100.00
12:19:21 PM      25      0.00      0.00      0.00      0.00      0.00    100.00
12:19:21 PM      26      0.00      0.00      0.00      0.00      0.00    100.00
12:19:21 PM      27      0.00      0.00      0.00      0.00      0.00    100.00
12:19:21 PM      28      0.00      0.00      0.00      0.00      0.00    100.00
12:19:21 PM      29      0.00      0.00      0.00      0.00      0.00    100.00
12:19:21 PM      30      0.00      0.00      0.00      0.00      0.00    100.00
12:19:21 PM      31      0.00      0.00      0.00      0.00      0.00    100.00
12:19:21 PM      32      0.00      0.00      0.00      0.00      0.00    100.00
12:19:21 PM      33      0.00      0.00      0.00      0.00      0.00    100.00
12:19:21 PM      34      0.00      0.00      0.00      0.00      0.00    100.00
12:19:21 PM      35      0.00      0.00      0.00      0.00      0.00    100.00
12:19:21 PM      36      0.00      0.00      0.00      0.00      0.00    100.00
12:19:21 PM      37      0.00      0.00      1.98      0.00      0.00     98.02
12:19:21 PM      38      0.00      0.00      0.00      0.00      0.00    100.00
12:19:21 PM      39      0.00      0.00      0.00      0.00      0.00    100.00
12:19:21 PM      40      0.00      0.00      0.00      0.00      0.00    100.00
12:19:21 PM      41      0.00      0.00      0.00      0.00      0.00    100.00
12:19:21 PM      42      0.00      0.00      0.00      0.00      0.00    100.00
12:19:21 PM      43      0.00      0.00      0.00      0.00      0.00    100.00
12:19:21 PM      44      0.00      0.00      0.00      0.00      0.00    100.00
12:19:21 PM      45      0.00      0.00      0.00      0.00      0.00    100.00
12:19:21 PM      46      0.00      0.00      0.00      0.00      0.00    100.00
12:19:21 PM      47      0.00      0.00      0.00      0.00      0.00    100.00

12:19:21 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
12:19:22 PM     all      0.00      0.00      0.02      0.00      0.00     99.98
12:19:22 PM       0      0.00      0.00      0.00      0.00      0.00    100.00
