Linux 3.10.0-514.el7.x86_64 (localhost.localdomain) 	03/02/2020 	_x86_64_	(48 CPU)

01:10:01 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
01:10:02 AM       0      0.00      0.00      0.00      0.00      0.00    100.00
01:10:03 AM       0      0.00      0.00      0.00      0.00      0.00    100.00
01:10:04 AM       0      2.00      0.00      4.00      0.00      0.00     94.00
01:10:05 AM       0     13.00      0.00     64.00      0.00      0.00     23.00
01:10:06 AM       0     14.13      0.00     60.87      0.00      0.00     25.00
01:10:07 AM       0     11.83      0.00     62.37      0.00      0.00     25.81
01:10:08 AM       0     12.37      0.00     61.86      0.00      0.00     25.77
01:10:09 AM       0     13.00      0.00     62.00      0.00      0.00     25.00
01:10:10 AM       0     13.13      0.00     62.63      0.00      0.00     24.24
01:10:11 AM       0     12.87      0.00     61.39      0.00      0.00     25.74
01:10:12 AM       0     13.40      0.00     60.82      0.00      0.00     25.77
01:10:13 AM       0     14.58      0.00     60.42      0.00      0.00     25.00
01:10:14 AM       0     13.27      0.00     62.24      0.00      0.00     24.49
01:10:15 AM       0     11.76      0.00     46.08      0.00      0.00     42.16
01:10:16 AM       0      0.00      0.00      0.00      0.00      0.00    100.00
01:10:17 AM       0      0.00      0.00      0.00      0.00      0.00    100.00
01:10:18 AM       0      0.00      0.00      0.00      0.00      0.00    100.00
01:10:19 AM       0      0.00      0.00      0.00      0.00      0.00    100.00
01:10:20 AM       0      0.00      0.00      0.00      0.00      0.00    100.00
01:10:21 AM       0      0.00      0.00      0.00      0.00      0.00    100.00
Average:          0      7.19      0.00     33.08      0.00      0.00     59.73
