Linux 3.10.0-514.el7.x86_64 (localhost.localdomain) 	03/21/2020 	_x86_64_	(48 CPU)

08:49:43 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
08:49:44 AM       0      0.00      0.00      0.00      0.00      0.00    100.00
08:49:45 AM       0      0.00      0.00      0.00      0.00      0.00    100.00
08:49:46 AM       0     20.62      0.00     41.24      0.00      0.00     38.14
08:49:47 AM       0     24.51      0.00     52.94      0.00      0.00     22.55
08:49:48 AM       0     17.31      0.00     49.04      0.00      0.00     33.65
08:49:49 AM       0     10.53      0.00     35.53      0.00      0.00     53.95
08:49:50 AM       0     10.26      0.00     34.62      0.00      0.00     55.13
08:49:51 AM       0      1.00      0.00      2.00      0.00      0.00     97.00
08:49:52 AM       0      0.00      0.00      0.00      0.00      0.00    100.00
08:49:53 AM       0      0.00      0.00      0.00      0.00      0.00    100.00
Average:          0      8.36      0.00     21.00      0.00      0.00     70.64
