Linux 3.10.0-514.el7.x86_64 (localhost.localdomain) 	03/02/2020 	_x86_64_	(48 CPU)

08:55:41 PM    proc/s   cswch/s
08:55:42 PM      0.00    467.00
08:55:43 PM      0.00    479.00
08:55:44 PM      0.00    472.00
08:55:45 PM      0.00   8205.00
08:55:46 PM      0.00  13986.00
08:55:47 PM      0.00  16409.00
08:55:48 PM      0.00  16364.00
08:55:49 PM      0.00  16431.00
08:55:50 PM      0.00  16383.00
08:55:51 PM      0.00  16474.00
08:55:52 PM      0.00  16557.00
08:55:53 PM      0.00  16571.00
08:55:54 PM      0.00  16562.00
08:55:55 PM      0.00   7105.00
08:55:56 PM      0.00    538.00
08:55:57 PM      0.00    480.00
08:55:58 PM      0.00    493.00
08:55:59 PM      0.00    591.00
08:56:00 PM      0.00    904.00
08:56:01 PM      0.00    475.00
Average:         0.00   8297.30
