Linux 3.10.0-514.el7.x86_64 (localhost.localdomain) 	03/02/2020 	_x86_64_	(48 CPU)

09:00:24 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
09:00:25 PM       0      0.00      0.00      0.00      0.00      0.00    100.00
09:00:26 PM       0      0.00      0.00      0.00      0.00      0.00    100.00
09:00:27 PM       0      0.00      0.00      0.00      0.00      0.00    100.00
09:00:28 PM       0      0.00      0.00      0.00      0.00      0.00    100.00
09:00:29 PM       0     11.22      0.00     58.16      0.00      0.00     30.61
09:00:30 PM       0      8.00      0.00     55.00      0.00      0.00     37.00
09:00:31 PM       0      8.70      0.00     46.74      0.00      0.00     44.57
09:00:32 PM       0     10.10      0.00     47.47      0.00      0.00     42.42
09:00:33 PM       0      8.42      0.00     47.37      0.00      0.00     44.21
09:00:34 PM       0      9.68      0.00     46.24      0.00      0.00     44.09
09:00:35 PM       0     10.28      0.00     50.47      0.00      0.00     39.25
09:00:36 PM       0      8.82      0.00     50.00      0.00      0.00     41.18
09:00:37 PM       0      8.16      0.00     48.98      0.00      0.00     42.86
09:00:38 PM       0      9.47      0.00     47.37      0.00      0.00     43.16
09:00:39 PM       0      5.62      0.00     37.08      0.00      0.00     57.30
09:00:40 PM       0      0.00      0.00      0.00      0.00      0.00    100.00
09:00:41 PM       0      0.00      0.00      0.00      0.00      0.00    100.00
09:00:42 PM       0      0.00      0.00      0.00      0.00      0.00    100.00
09:00:43 PM       0      0.00      0.00      0.00      0.00      0.00    100.00
09:00:44 PM       0      0.00      0.00      0.00      0.00      0.00    100.00
Average:          0      4.88      0.00     26.47      0.00      0.00     68.65
