Linux 3.10.0-514.el7.x86_64 (localhost.localdomain) 	03/02/2020 	_x86_64_	(48 CPU)

08:52:37 PM    proc/s   cswch/s
08:52:38 PM      0.00    575.00
08:52:39 PM      8.00    763.00
08:52:40 PM      0.00    509.00
08:52:41 PM      0.00   4675.00
08:52:42 PM      0.00  15947.00
08:52:43 PM      0.00  15743.00
08:52:44 PM      0.00  15744.00
08:52:45 PM      0.00  15754.00
08:52:46 PM      0.00  16204.00
08:52:47 PM      0.00  15265.00
08:52:48 PM      0.00  15845.00
08:52:49 PM      0.00  15995.00
08:52:50 PM      0.00  16302.00
08:52:51 PM      0.00  15777.00
08:52:52 PM      0.00   6215.00
08:52:53 PM      0.00    514.00
08:52:54 PM      0.00    609.00
08:52:55 PM      0.00    456.00
08:52:56 PM      0.00    533.00
08:52:57 PM      0.00    476.00
Average:         0.40   8695.05
