Linux 3.10.0-514.el7.x86_64 (localhost.localdomain) 	03/02/2020 	_x86_64_	(48 CPU)

08:59:28 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
08:59:29 PM       0      0.00      0.00      0.00      0.00      0.00    100.00
08:59:30 PM       0      0.00      0.00      0.00      0.00      0.00    100.00
08:59:31 PM       0      0.00      0.00      0.00      0.00      0.00    100.00
08:59:32 PM       0      0.00      0.00      0.00      0.00      0.00    100.00
08:59:33 PM       0      0.00      0.00      5.05      0.00      0.00     94.95
08:59:34 PM       0     14.29      0.00     65.31      0.00      0.00     20.41
08:59:35 PM       0      7.23      0.00     45.78      0.00      0.00     46.99
08:59:36 PM       0      9.38      0.00     45.83      0.00      0.00     44.79
08:59:37 PM       0      6.90      0.00     44.83      0.00      0.00     48.28
08:59:38 PM       0      9.09      0.00     42.05      0.00      0.00     48.86
08:59:39 PM       0      8.14      0.00     41.86      0.00      0.00     50.00
08:59:40 PM       0     10.20      0.00     45.92      0.00      0.00     43.88
08:59:41 PM       0      9.71      0.00     48.54      0.00      0.00     41.75
08:59:42 PM       0      9.47      0.00     46.32      0.00      0.00     44.21
08:59:43 PM       0      9.71      0.00     48.54      0.00      0.00     41.75
08:59:44 PM       0      5.32      0.00     35.11      0.00      0.00     59.57
08:59:45 PM       0      0.00      0.00      0.00      0.00      0.00    100.00
08:59:46 PM       0      0.00      0.00      0.00      0.00      0.00    100.00
08:59:47 PM       0      0.00      0.00      0.00      0.00      0.00    100.00
08:59:48 PM       0      0.00      0.00      0.00      0.00      0.00    100.00
Average:          0      4.87      0.00     25.13      0.00      0.00     70.00
