Linux 3.10.0-514.el7.x86_64 (localhost.localdomain) 	03/02/2020 	_x86_64_	(48 CPU)

07:10:12 AM    proc/s   cswch/s
07:10:13 AM      0.00    568.00
07:10:14 AM      0.00    479.00
07:10:15 AM      0.00    557.00
07:10:16 AM      0.00   6322.00
07:10:17 AM      0.00   9227.00
07:10:18 AM      0.00   9649.00
07:10:19 AM      0.00  10876.00
07:10:20 AM      0.00  10080.00
07:10:21 AM      0.00  10490.00
07:10:22 AM      0.00  11108.00
07:10:23 AM      0.00  11234.00
07:10:24 AM      0.00  10836.00
07:10:25 AM      0.00  10855.00
07:10:26 AM      0.00  11148.00
07:10:27 AM      0.00    660.00
07:10:28 AM      0.00    483.00
07:10:29 AM      0.00    611.00
07:10:30 AM      0.00    602.00
07:10:31 AM      0.00    475.00
07:10:32 AM      0.00    504.00
Average:         0.00   5838.20
