Linux 3.10.0-514.el7.x86_64 (localhost.localdomain) 	03/02/2020 	_x86_64_	(48 CPU)

08:59:05 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
08:59:06 PM       0      0.00      0.00      0.00      0.00      0.00    100.00
08:59:07 PM       0      0.00      0.00      0.00      0.00      0.00    100.00
08:59:08 PM       0      0.00      0.00      0.00      0.00      0.00    100.00
08:59:09 PM       0      0.00      0.00      0.00      0.00      0.00    100.00
08:59:10 PM       0      6.12      0.00     36.73      0.00      0.00     57.14
08:59:11 PM       0     15.38      0.00     61.54      0.00      0.00     23.08
08:59:12 PM       0     11.70      0.00     64.89      0.00      0.00     23.40
08:59:13 PM       0     11.88      0.00     66.34      0.00      0.00     21.78
08:59:14 PM       0     10.64      0.00     65.96      0.00      0.00     23.40
08:59:15 PM       0     10.53      0.00     66.32      0.00      0.00     23.16
08:59:16 PM       0     11.70      0.00     65.96      0.00      0.00     22.34
08:59:17 PM       0     10.42      0.00     66.67      0.00      0.00     22.92
08:59:18 PM       0     12.09      0.00     63.74      0.00      0.00     24.18
08:59:19 PM       0     13.13      0.00     64.65      0.00      0.00     22.22
08:59:20 PM       0     14.14      0.00     61.62      0.00      0.00     24.24
08:59:21 PM       0      0.00      0.00      0.00      0.00      0.00    100.00
08:59:22 PM       0      0.00      0.00      0.00      0.00      0.00    100.00
08:59:23 PM       0      0.00      0.00      0.00      0.00      0.00    100.00
08:59:24 PM       0      0.00      0.00      0.00      0.00      0.00    100.00
08:59:25 PM       0      0.00      0.00      0.00      0.00      0.00    100.00
Average:          0      6.25      0.00     33.50      0.00      0.00     60.25
