Linux 3.10.0-514.el7.x86_64 (localhost.localdomain) 	03/02/2020 	_x86_64_	(48 CPU)

08:58:28 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
08:58:29 PM       0      0.00      0.00      0.00      0.00      0.00    100.00
08:58:30 PM       0      0.00      0.00      0.00      0.00      0.00    100.00
08:58:31 PM       0      0.00      0.00      0.00      0.00      0.00    100.00
08:58:32 PM       0      4.95      0.00     21.78      0.00      0.00     73.27
08:58:33 PM       0     13.54      0.00     65.62      0.00      0.00     20.83
08:58:34 PM       0     10.23      0.00     64.77      0.00      0.00     25.00
08:58:35 PM       0     14.00      0.00     64.00      0.00      0.00     22.00
08:58:36 PM       0     13.04      0.00     63.04      0.00      0.00     23.91
08:58:37 PM       0     11.83      0.00     63.44      0.00      0.00     24.73
08:58:38 PM       0     14.14      0.00     63.64      0.00      0.00     22.22
08:58:39 PM       0     11.11      0.00     64.44      0.00      0.00     24.44
08:58:40 PM       0     12.63      0.00     64.21      0.00      0.00     23.16
08:58:41 PM       0     11.46      0.00     64.58      0.00      0.00     23.96
08:58:42 PM       0     10.53      0.00     66.32      0.00      0.00     23.16
08:58:43 PM       0      2.97      0.00      8.91      0.00      0.00     88.12
08:58:44 PM       0      0.00      0.00      0.00      0.00      0.00    100.00
08:58:45 PM       0      0.00      0.00      0.00      0.00      0.00    100.00
08:58:46 PM       0      0.00      0.00      0.00      0.00      0.00    100.00
08:58:47 PM       0      0.00      0.00      0.00      0.00      0.00    100.00
08:58:48 PM       0      0.00      0.00      0.00      0.00      0.00    100.00
Average:          0      6.37      0.00     32.84      0.00      0.00     60.79
